Data from FLMS055071__3__14-15-59-415.txt Node

Date: Wed Apr 28 14:15:59 CEST 2021
User: thoma
Spectrometer: FLMS05507
Trigger mode: 0
Integration Time (sec): 1,000000E-3
Scans to average: 1
Electric dark correction enabled: false
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188,96	2628,42
189,424	2628,42
189,887	2628,42
190,351	2675,23
190,815	2640,12
191,279	2637,78
191,742	2665,87
192,206	2626,08
192,669	2693,96
193,133	2670,55
193,596	2656,51
194,06	2651,83
194,523	2682,25
194,987	2679,91
195,45	2705,66
195,913	2717,36
196,376	2696,3
196,84	2789,92
197,303	2752,47
197,766	2829,71
198,229	2822,69
198,692	2857,79
199,155	2867,16
199,618	2867,16
200,081	2963,12
200,543	3038,02
201,006	2981,84
201,469	2986,52
201,932	3000,57
202,394	3042,7
202,857	3038,02
203,32	3098,87
203,782	3040,36
204,245	3033,33
204,707	3073,12
205,169	3070,78
205,632	3021,63
206,094	3082,49
206,556	3021,63
207,019	3094,19
207,481	3077,8
207,943	3105,89
208,405	3136,32
208,867	3105,89
209,329	3103,55
209,791	3026,31
210,253	3166,74
210,715	3091,85
211,177	3110,57
211,639	3033,33
212,1	3112,91
212,562	3070,78
213,024	3080,14
213,485	3089,51
213,947	3119,93
214,408	3098,87
214,87	3030,99
215,331	3101,21
215,793	3063,76
216,254	3075,46
216,715	3063,76
217,177	3115,25
217,638	3145,68
218,099	3094,19
218,56	3070,78
219,021	2981,84
219,482	3115,25
219,944	3077,8
220,404	3126,96
220,865	3073,12
221,326	3028,65
221,787	2984,18
222,248	3063,76
222,709	3002,91
223,169	3009,93
223,63	3117,59
224,091	3049,72
224,551	3000,57
225,012	3045,04
225,472	3066,1
225,933	3021,63
226,393	3049,72
226,854	3094,19
227,314	3061,42
227,774	3052,06
228,234	3063,76
228,695	3063,76
229,155	3108,23
229,615	3040,36
230,075	3101,21
230,535	3033,33
230,995	3042,7
231,455	3012,27
231,915	3073,12
232,375	3056,74
232,834	3068,44
233,294	3049,72
233,754	3077,8
234,214	3159,72
234,673	3019,29
235,133	3068,44
235,592	3087,17
236,052	3059,08
236,511	2977,16
236,971	3131,64
237,43	3101,21
237,889	3063,76
238,349	3091,85
238,808	3133,98
239,267	3075,46
239,726	3061,42
240,185	3075,46
240,644	3009,93
241,103	3035,67
241,562	3098,87
242,021	3049,72
242,48	3052,06
242,939	3094,19
243,398	3052,06
243,857	3049,72
244,315	3012,27
244,774	3030,99
245,233	3084,83
245,691	3096,53
246,15	3040,36
246,608	3091,85
247,067	3040,36
247,525	3108,23
247,983	3068,44
248,442	3045,04
248,9	3080,14
249,358	3091,85
249,816	3030,99
250,274	3096,53
250,733	3094,19
251,191	3040,36
251,649	3061,42
252,107	3049,72
252,564	3115,25
253,022	3070,78
253,48	3119,93
253,938	3082,49
254,396	3077,8
254,853	3054,4
255,311	3077,8
255,769	3066,1
256,226	3056,74
256,684	3016,95
257,141	3150,36
257,599	3119,93
258,056	3052,06
258,513	3117,59
258,971	3038,02
259,428	3023,97
259,885	3155,04
260,342	3129,3
260,799	3119,93
261,256	3103,55
261,714	3101,21
262,171	3077,8
262,627	3122,27
263,084	3056,74
263,541	3080,14
263,998	3070,78
264,455	3119,93
264,912	3169,09
265,368	3098,87
265,825	3096,53
266,281	3035,67
266,738	3052,06
267,194	3056,74
267,651	3063,76
268,107	3077,8
268,564	3108,23
269,02	3045,04
269,476	3084,83
269,933	3056,74
270,389	3101,21
270,845	3012,27
271,301	3126,96
271,757	3112,91
272,213	3098,87
272,669	3103,55
273,125	3119,93
273,581	3091,85
274,037	3155,04
274,492	3063,76
274,948	3098,87
275,404	3056,74
275,86	3070,78
276,315	3045,04
276,771	3047,38
277,226	3124,62
277,682	3169,09
278,137	3110,57
278,593	3089,51
279,048	3094,19
279,503	3059,08
279,958	3089,51
280,414	3066,1
280,869	3068,44
281,324	3033,33
281,779	3026,31
282,234	3073,12
282,689	3080,14
283,144	3073,12
283,599	3077,8
284,054	3061,42
284,508	3131,64
284,963	3049,72
285,418	3080,14
285,873	3115,25
286,327	3105,89
286,782	3047,38
287,236	3091,85
287,691	3082,49
288,145	3119,93
288,6	3073,12
289,054	3112,91
289,508	3033,33
289,963	3122,27
290,417	3047,38
290,871	3122,27
291,325	3066,1
291,779	3101,21
292,233	3080,14
292,687	3141
293,141	3066,1
293,595	3052,06
294,049	3131,64
294,503	3026,31
294,957	3019,29
295,41	3169,09
295,864	3096,53
296,318	3112,91
296,771	3126,96
297,225	3108,23
297,678	3098,87
298,132	3035,67
298,585	3112,91
299,039	3045,04
299,492	3040,36
299,945	3091,85
300,398	3112,91
300,852	3098,87
301,305	3131,64
301,758	3101,21
302,211	3145,68
302,664	3084,83
303,117	3063,76
303,57	3075,46
304,023	3159,72
304,476	3063,76
304,928	3108,23
305,381	3075,46
305,834	3155,04
306,286	3131,64
306,739	3070,78
307,192	3157,38
307,644	3173,77
308,097	3265,05
308,549	3183,13
309,001	3208,87
309,454	3211,21
309,906	3288,45
310,358	3279,09
310,81	3241,64
311,263	3382,07
311,715	3475,7
312,167	3440,59
312,619	3478,04
313,071	3459,31
313,523	3520,17
313,975	3534,21
314,426	3487,4
314,878	3623,15
315,33	3552,93
315,782	3639,53
316,233	3585,7
316,685	3604,42
317,136	3676,98
317,588	3735,49
318,039	3737,84
318,491	3901,67
318,942	3896,99
319,393	3971,89
319,845	3985,93
320,296	3997,63
320,747	4070,19
321,198	4105,3
321,649	4058,49
322,101	4074,87
322,552	4234,03
323,003	4168,49
323,453	4128,7
323,904	4180,2
324,355	4311,27
324,806	4367,44
325,257	4432,97
325,707	4622,56
326,158	4648,3
326,609	4755,97
327,059	4816,82
327,51	4816,82
327,96	4809,8
328,411	4863,63
328,861	4856,61
329,311	4873
329,762	4835,55
330,212	5015,77
330,662	5036,83
331,112	4931,51
331,562	4858,95
332,012	4849,59
332,462	4983
332,912	5039,17
333,362	4959,6
333,812	4973,64
334,262	4983
334,712	4943,21
335,161	5032,15
335,611	5118,75
336,061	4975,98
336,51	5036,83
336,96	5015,77
337,409	4947,89
337,859	5011,09
338,308	5088,32
338,758	4978,32
339,207	5231,1
339,656	5191,31
340,105	5406,64
340,555	5392,59
341,004	5296,63
341,453	5357,49
341,902	5284,93
342,351	5458,13
342,8	5511,96
343,249	5423,02
343,698	5453,45
344,146	5331,74
344,595	5320,04
345,044	5263,86
345,493	5401,96
345,941	5495,58
346,39	5383,23
346,838	5416
347,287	5518,98
347,735	5483,88
348,184	5511,96
348,632	5493,24
349,08	5607,92
349,529	5612,6
349,977	5596,22
350,425	5666,44
350,873	5755,38
351,321	6040,92
351,769	5944,96
352,217	5966,03
352,665	5832,61
353,113	5937,94
353,561	5973,05
354,009	6101,78
354,456	6193,06
354,904	6415,41
355,352	6394,34
355,799	6335,83
356,247	6214,12
356,694	6085,39
357,142	6010,5
357,589	5863,04
358,037	5736,65
358,484	5839,64
358,931	5741,33
359,379	6026,88
359,826	6230,51
360,273	6354,55
360,72	6438,81
361,167	6403,71
361,614	6335,83
362,061	6647,12
362,508	6494,99
362,955	6654,14
363,402	6644,78
363,848	6612,01
364,295	6817,98
364,742	6832,02
365,188	7005,22
365,635	7215,87
366,082	7555,25
366,528	7793,98
366,975	7585,68
367,421	7789,3
367,867	7791,64
368,314	7688,66
368,76	7569,29
369,206	7793,98
369,652	8039,74
370,098	7920,37
370,545	7999,95
370,991	7976,55
371,437	7896,97
371,882	7857,18
372,328	7791,64
372,774	7634,83
373,22	7473,33
373,666	7414,82
374,111	7265,02
374,557	7119,91
375,003	7316,51
375,448	7377,37
375,894	7744,83
376,339	7810,37
376,785	7892,29
377,23	8383,8
377,675	8709,13
378,121	8870,63
378,566	8940,85
379,011	8896,38
379,456	8491,46
379,901	8510,19
380,346	8571,04
380,791	8624,87
381,236	8500,83
381,681	8381,46
382,126	7889,95
382,571	7597,38
383,016	7222,89
383,461	7028,63
383,905	7143,31
384,35	7248,64
384,794	7396,09
385,239	7906,33
385,683	8109,96
386,128	8035,06
386,572	8112,3
387,017	8222,3
387,461	8102,93
387,905	8294,86
388,349	8248,05
388,794	8299,54
389,238	8519,55
389,682	8814,46
390,126	9205,33
390,57	9462,79
391,014	9806,84
391,457	9879,4
391,901	9745,99
392,345	9221,71
392,789	8437,63
393,233	7831,43
393,676	7368,01
394,12	7454,61
394,563	8119,32
395,007	8959,57
395,45	9226,39
395,894	9078,94
396,337	8805,1
396,78	8271,45
397,224	8166,13
397,667	8650,62
398,11	9509,6
398,553	10555,82
398,996	11220,53
399,439	11693,32
399,882	12210,57
400,325	12510,16
400,768	12989,97
401,211	12840,18
401,654	13099,98
402,096	13444,04
402,539	13429,99
402,982	13359,78
403,424	13373,82
403,867	13645,32
404,309	13774,05
404,752	13327,01
405,194	13231,05
405,637	13238,07
406,079	13312,97
406,521	12989,97
406,963	13022,74
407,406	13022,74
407,848	13263,82
408,29	13390,2
408,732	13678,09
409,174	14036,19
409,616	13596,17
410,058	13408,93
410,499	13415,95
410,941	13848,95
411,383	13860,65
411,825	14286,63
412,266	14637,71
412,708	14593,24
413,15	14352,16
413,591	14534,73
414,033	14406
414,474	14843,68
414,915	14260,88
415,357	14874,1
415,798	14539,41
416,239	14888,15
416,68	14927,94
417,121	14534,73
417,563	14499,62
418,004	14714,95
418,445	14721,97
418,885	14623,67
419,326	14403,66
419,767	14677,5
420,208	14705,59
420,649	14778,14
421,089	15225,18
421,53	15236,89
421,971	15187,74
422,411	14602,6
422,852	14881,13
423,292	15133,9
423,733	14815,59
424,173	14745,38
424,613	15159,65
425,054	15190,08
425,494	14913,89
425,934	15021,56
426,374	14995,81
426,814	14651,75
427,254	14801,55
427,694	14490,26
428,134	14703,25
428,574	14738,35
429,014	14209,39
429,454	13816,18
429,893	13324,67
430,333	12540,59
430,773	12451,65
431,212	12814,43
431,652	13652,34
432,091	14558,13
432,531	14712,61
432,97	15084,75
433,41	15154,97
433,849	14941,98
434,288	15075,39
434,727	15527,11
435,167	15770,53
435,606	15871,17
436,045	16343,96
436,484	16397,79
436,923	16449,28
437,362	16594,4
437,801	16449,28
438,239	16390,77
438,678	15967,13
439,117	16081,82
439,556	16472,69
439,994	16409,5
440,433	16676,32
440,871	16982,93
441,31	17069,53
441,748	17642,96
442,187	18113,41
442,625	18363,84
443,063	18221,07
443,502	17919,14
443,94	18710,24
444,378	18778,12
444,816	18518,32
445,254	18747,69
445,692	18478,53
446,13	18588,53
446,568	18946,64
447,006	18815,57
447,444	18602,58
447,881	19887,53
448,319	19833,7
448,757	19129,2
449,194	19686,25
449,632	19957,75
450,07	20091,16
450,507	20334,57
450,944	20596,71
451,382	20898,64
